Date,Open,High,Low,Close,Adj Close,Volume,company_name,SMA_10,SMA_20,SMA_30,SMA_40,SMA_100,buy_signal,sell_signal,signal_SMA
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.77984619140625,73695900,APPLE,151.9748077392578,152.48209762573242,153.15550282796224,,,0,1,0
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,152.177734375,77167900,APPLE,152.7387268066406,152.99137802124022,153.72413482666016,,,0,1,0
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,155.0225372314453,76161100,APPLE,153.23209228515626,153.76027450561523,154.2165064493815,,,1,0,1
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.1770477294922,98944600,APPLE,154.06166229248046,154.57840805053712,154.72247263590495,,,0,1,0
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.56430053710938,73641400,APPLE,155.2304260253906,155.26822509765626,155.23042805989584,,,1,0,1
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.43431091308594,73938300,APPLE,156.0072784423828,155.8819496154785,155.65748189290363,155.63526725769043,,1,0,1
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.9920196533203,75701800,APPLE,156.51058959960938,156.5797248840332,156.07823638916017,156.1114757537842,,1,0,1
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,158.08616638183594,67622100,APPLE,157.28445892333986,157.12133331298827,156.74965209960936,156.5526210784912,,1,0,1
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.39918518066406,59196500,APPLE,157.9320037841797,157.82109832763672,157.3895696004232,156.94104804992676,,1,0,1
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.43963623046875,52390300,APPLE,158.9167465209961,158.4940071105957,157.86038970947266,157.40407676696776,,0,1,0
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.81295776367188,45992200,APPLE,159.78909149169922,159.00776443481445,158.27948659261068,157.79822273254393,,0,1,0
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.9164276123047,51305700,APPLE,160.42072296142578,159.3812713623047,158.81098276774088,158.2048023223877,,1,0,1
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.49798583984375,49501700,APPLE,161.0105743408203,160.00643310546874,159.26787719726562,158.77923622131348,,1,0,1
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.02447509765625,68749800,APPLE,161.58053436279297,160.4719482421875,159.74632364908854,159.3703311920166,,1,0,1
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.28775024414062,56976200,APPLE,161.7575881958008,160.9807327270508,160.304345703125,159.8318675994873,,1,0,1
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,164.75062561035156,46278300,APPLE,162.00825042724608,161.43182601928712,160.74532470703124,160.197664642334,,1,0,1
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.89053344726562,51511700,APPLE,162.251953125,161.84711074829102,161.11568094889324,160.59181022644043,,1,0,1
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.7857666015625,45390100,APPLE,162.72840728759766,162.2857696533203,161.6269515991211,160.9130947113037,,1,0,1
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,161.1697235107422,47716900,APPLE,163.01189270019532,162.5886543273926,162.08550415039062,161.4845443725586,,0,1,0
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.94625854492188,47644200,APPLE,163.04471893310546,162.8413055419922,162.56925557454426,162.10622634887696,,0,1,0
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.24998474121094,50133100,APPLE,163.074560546875,163.11434783935547,162.93861694335936,162.63589897155762,,0,1,0
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.68096923828125,68445600,APPLE,163.27349853515625,163.41822662353516,163.20950469970703,163.15736541748046,,1,0,1
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.3328399658203,49386500,APPLE,163.56096496582032,163.7981979370117,163.47342885335286,163.6736095428467,,1,0,1
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.3527374267578,41516200,APPLE,163.59677429199218,164.1622543334961,163.9588383992513,164.09532585144044,,1,0,1
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,165.58616638183594,49923000,APPLE,163.9250228881836,164.39551010131837,164.39815979003907,164.52572898864747,,1,0,1
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,166.74000549316406,47720200,APPLE,164.22044525146484,164.51337966918945,164.8454391479492,164.89645080566407,,1,0,1
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,165.76519775390625,52456400,APPLE,164.58450012207032,164.60389556884766,165.37295735677083,165.2358612060547,,1,0,1
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.14385986328125,58337300,APPLE,164.86798858642578,164.70485610961913,165.80332641601564,165.67009658813475,,0,1,0
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.45220947265625,41949600,APPLE,165.31261596679687,165.14799041748046,166.14976654052734,166.07971801757813,,0,1,0
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.90048217773438,48714100,APPLE,165.74630126953124,165.71844558715821,166.39538981119793,166.43260803222657,,0,1,0
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.89053344726562,45498800,APPLE,165.95219879150392,166.26403350830077,166.59890391031902,166.76874656677245,,0,1,0
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.51585388183594,64902300,APPLE,165.93429260253907,166.93345947265624,166.84090728759764,167.12752418518068,,1,0,1
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,168.77911376953125,55209200,APPLE,165.84874725341797,167.3407859802246,167.22327067057293,167.4373519897461,,1,0,1
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,168.68959045410156,52472900,APPLE,166.69920654296874,167.71870346069335,167.5794459025065,167.7684009552002,,1,0,1
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.6451416015625,48425700,APPLE,167.51186828613282,168.07072525024415,167.99094797770184,168.08285369873047,,0,1,0
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.56094360351562,65136000,APPLE,168.30762176513673,168.361075592041,168.35557861328124,168.36447982788087,168.91199844360352,0,1,0
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.9097442626953,81235400,APPLE,169.28241882324218,168.62461166381837,168.75271453857422,168.73025436401366,169.36735107421876,0,1,0
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.64845275878906,113316400,APPLE,169.81358337402344,169.0544235229492,169.0070002237956,169.16394653320313,169.81583679199218,1,0,1
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.57882690429688,55962800,APPLE,170.12479095458986,169.57078170776367,169.3539037068685,169.54114265441893,170.27309478759764,1,0,1
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.85801696777344,45326900,APPLE,170.39514923095703,170.02391052246094,169.7622319539388,169.97452659606932,170.73748748779298,1,0,1
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.6385040283203,53724500,APPLE,170.76995239257812,170.42314529418945,170.1277862548828,170.40388374328614,171.17799118041992,1,0,1
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.82749938964844,49514700,APPLE,171.31493072509767,170.83682174682616,170.5491729736328,170.91912727355958,171.6316357421875,1,0,1
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.8911895751953,45497800,APPLE,172.26009979248047,171.07650604248047,171.03160705566407,171.3083080291748,172.11483459472657,1,0,1
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.39317321777344,37266700,APPLE,172.4423568725586,171.3745475769043,171.52259877522786,171.77666358947755,172.60083084106446,1,0,1
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.39317321777344,42110300,APPLE,172.53595275878905,171.77019729614258,171.99102783203125,172.23256874084473,173.0231491088867,0,1,0
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.01072692871094,57951600,APPLE,172.53866882324218,172.21557998657227,172.46502990722655,172.6735752105713,173.44361358642578,0,1,0
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.36143493652344,65496700,APPLE,172.39122467041017,172.8566131591797,173.03066965738932,173.1370334625244,173.89243499755858,1,0,1
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400,APPLE,172.3394287109375,173.6230369567871,173.4550811767578,173.59771881103515,174.3202569580078,1,0,1
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.51478576660156,43570900,APPLE,172.62430419921876,173.9342948913574,173.93134613037108,174.10117874145507,174.74057723999024,0,1,0
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.8851776123047,50747300,APPLE,173.14524536132814,174.23060760498046,174.39465789794923,174.5707836151123,175.16764205932617,0,1,0
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.1640625,45143500,APPLE,173.6612075805664,174.5437339782715,174.91403401692708,175.15488204956054,175.48367248535158,0,1,0
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.30953979492188,56058300,APPLE,174.3982955932617,174.9047950744629,175.53794708251954,175.73126068115235,175.7473388671875,0,1,0
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000,APPLE,174.98597412109376,175.275830078125,176.1807093302409,176.15689544677736,176.0164889526367,0,1,0
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.6025848388672,55964400,APPLE,175.42623291015624,175.83462371826172,176.5685028076172,176.62042388916015,176.24115447998048,1,0,1
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.55279541015625,99625300,APPLE,175.92526245117188,176.3944122314453,176.9237553914388,177.11582374572754,176.4720835876465,1,0,1
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.38160705566406,68901800,APPLE,176.54879913330078,176.98607482910157,177.4373021443685,177.64580116271972,176.67973861694335,1,0,1
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.23822021484372,61945900,APPLE,177.41836547851562,177.64945526123046,177.88087463378906,178.31195297241212,176.88535034179688,1,0,1
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.8736114501953,121946500,APPLE,178.2122314453125,178.1410140991211,178.27133280436198,178.98178367614747,177.0853369140625,1,0,1
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.5050811767578,64848400,APPLE,179.0449432373047,178.63157577514647,178.78563486735027,179.43000755310058,177.26560485839843,0,1,0
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,177.12054443359375,61944600,APPLE,179.6435791015625,179.11765670776367,179.35604858398438,179.8919246673584,177.40710922241212,0,1,0
2023-06-08,177.89999389648438,180.83999633789065,177.4600067138672,180.57000732421875,179.85972595214844,50214900,APPLE,180.31094207763672,179.88661880493163,179.93775075276693,180.3687229156494,177.57309631347655,0,1,0
2023-06-09,181.5,182.22999572753903,180.6300048828125,180.9600067138672,180.24819946289065,48870700,APPLE,180.9006149291992,180.6256996154785,180.64429372151693,180.749462890625,177.7588151550293,0,1,0
2023-06-12,181.2700042724609,183.88999938964844,180.97000122070312,183.7899932861328,183.0670623779297,54274900,APPLE,181.29605407714843,181.2372848510742,181.22234497070312,181.11227989196777,177.92736328125,1,0,1
2023-06-13,182.8000030517578,184.1499938964844,182.44000244140625,183.30999755859372,182.5889434814453,54929100,APPLE,181.83691864013673,181.866300201416,181.75922444661458,181.54058876037598,178.11889526367187,1,0,1
2023-06-14,183.3699951171875,184.38999938964844,182.0200042724609,183.9499969482422,183.22642517089844,57462900,APPLE,182.31005096435547,182.4614501953125,182.3439153035482,182.00052223205566,178.23788497924804,1,0,1
2023-06-15,183.9600067138672,186.5200042724609,183.77999877929688,186.00999450683597,185.27833557128903,65433200,APPLE,183.2244384765625,183.07602233886718,182.97874094645184,182.46419105529785,178.3664842224121,1,0,1
2023-06-16,186.72999572753903,186.9900054931641,184.2700042724609,184.9199981689453,184.19261169433597,101235600,APPLE,183.8330337524414,183.76729278564454,183.5355422973633,182.9945960998535,178.51621383666992,1,0,1
2023-06-20,184.41000366210935,186.1000061035156,184.41000366210935,185.00999450683597,184.28225708007807,49799100,APPLE,184.26233825683593,184.3405303955078,184.03656361897785,183.45975914001465,178.72374267578124,0,1,0
2023-06-21,184.8999938964844,185.41000366210935,182.58999633789065,183.9600067138672,183.2364044189453,49515700,APPLE,184.68765716552736,184.92572021484375,184.51268361409504,183.95629806518554,178.95752777099608,0,1,0
2023-06-22,183.7400054931641,187.0500030517578,183.6699981689453,187.0,186.2644195556641,51245300,APPLE,185.2793212890625,185.55324172973633,184.95228118896483,184.42768669128418,179.21966766357423,1,0,1
2023-06-23,185.5500030517578,187.55999755859372,185.00999450683597,186.67999267578125,185.9456787109375,53079300,APPLE,185.84110260009766,186.19371185302734,185.39851888020834,184.93518257141113,179.5099011230469,0,1,0
2023-06-26,186.8300018310547,188.0500030517578,185.22999572753903,185.2700042724609,184.54124450683597,48088700,APPLE,186.63397064208985,186.5941307067871,185.8600296020508,185.45587615966798,179.8094909667969,0,1,0
2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859372,187.32025146484372,50730800,APPLE,187.3850067138672,186.94872970581054,186.28435414632162,185.9695972442627,179.98704681396484,1,0,1
2023-06-28,187.92999267578125,189.8999938964844,187.6000061035156,189.25,188.50558471679688,51216800,APPLE,188.01452178955077,187.24655380249024,186.79965311686198,186.4444721221924,180.11472244262694,1,0,1
2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789065,188.84423828125,46347300,APPLE,188.7964324951172,187.60663223266602,187.26182810465494,186.8409065246582,180.24838287353515,1,0,1
2023-06-30,191.6300048828125,194.47999572753903,191.25999450683597,193.97000122070312,193.2070159912109,85069600,APPLE,189.1629852294922,187.94230728149415,187.73064371744792,187.30357933044434,180.38147857666016,1,0,1
2023-07-03,193.77999877929688,193.8800048828125,191.75999450683597,192.4600067138672,191.70297241210935,31458200,APPLE,189.3552276611328,188.33973693847656,188.13504638671876,187.71097068786622,180.47251510620117,1,0,1
2023-07-05,191.57000732421875,192.97999572753903,190.6199951171875,191.3300018310547,190.5774078369141,46920300,APPLE,189.63512115478517,188.77850418090821,188.55538584391277,188.07602920532227,180.55245376586913,1,0,1
2023-07-06,189.83999633789065,192.0200042724609,189.1999969482422,191.80999755859372,191.05551147460935,45094300,APPLE,189.80545043945312,189.2810203552246,188.91098175048828,188.39975128173828,180.66386642456055,1,0,1
2023-07-07,191.41000366210935,192.6699981689453,190.2400054931641,190.67999267578125,189.9299468994141,46778000,APPLE,189.9339431762695,189.7377166748047,189.2400156656901,188.69757499694825,180.76491409301758,1,0,1
2023-07-10,189.25999450683597,189.9900054931641,187.0399932861328,188.6100006103516,187.86810302734372,59922200,APPLE,190.0435119628906,189.98374633789064,189.63445841471355,188.80141525268556,180.9110026550293,0,1,0
2023-07-11,189.16000366210935,189.3000030517578,186.6000061035156,188.0800018310547,187.34017944335935,46638100,APPLE,190.04550323486325,190.28605270385742,189.98108927408853,188.75858421325682,181.0681622314453,0,1,0
2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.7700042724609,189.02354431152344,60750200,APPLE,190.1720016479492,190.70190963745117,190.33602091471354,188.7296977996826,181.1433612060547,0,1,0
2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,189.7905120849609,41342300,APPLE,190.54751892089843,191.02264404296875,190.58736216227214,188.5902484893799,181.1903680419922,0,1,0
2023-07-14,190.22999572753903,191.17999267578125,189.6300048828125,190.69000244140625,189.9399261474609,41573900,APPLE,190.67900085449216,191.2203628540039,190.82674967447917,188.4572738647461,181.24684768676758,0,1,0
2023-07-17,191.8999938964844,194.32000732421875,191.80999755859372,193.9900054931641,193.2269287109375,50520200,APPLE,190.80450744628905,191.5311363220215,190.66040751139323,188.30985832214355,181.32663848876953,1,0,1
2023-07-18,193.3500061035156,194.3300018310547,192.4199981689453,193.72999572753903,192.96795654296875,48353800,APPLE,191.216877746582,191.6546485900879,190.400434366862,188.15278701782228,181.3761779785156,1,0,1
2023-07-19,193.1000061035156,198.22999572753903,192.6499938964844,195.1000061035156,194.33258056640625,80507300,APPLE,191.7686981201172,191.81152801513673,190.21881764729818,187.97273864746094,181.42696884155274,1,0,1
2023-07-20,195.08999633789065,196.47000122070312,192.5,193.1300048828125,192.37033081054688,59581200,APPLE,192.23983764648438,191.8737823486328,189.8911122639974,187.76850624084472,181.40296615600585,1,0,1
2023-07-21,194.1000061035156,194.97000122070312,191.22999572753903,191.94000244140625,191.1850128173828,71917800,APPLE,192.50678253173828,191.84190826416017,189.51659138997397,187.52633666992188,181.38484619140624,0,1,0
2023-07-24,193.41000366210935,194.91000366210935,192.25,192.75,191.99180603027344,45377800,APPLE,193.01876068115234,191.40911865234375,189.13277689615884,187.22068481445314,181.40926864624024,1,0,1
2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,192.8583831787109,37283200,APPLE,193.2637939453125,190.92303771972655,188.6590591430664,186.95666389465333,181.40242111206055,1,0,1
2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,193.7349395751953,47471900,APPLE,193.45105438232423,190.5106658935547,188.16864929199218,186.7624137878418,181.40625106811524,1,0,1
2023-07-27,196.0200042724609,197.1999969482422,192.5500030517578,193.22000122070312,192.4599609375,47460200,APPLE,193.20004577636718,189.93394317626954,187.6865010579427,186.59568710327147,181.43191177368163,1,0,1
2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,195.0597076416016,48291400,APPLE,193.00481567382812,189.30791549682618,187.10297139485678,186.2811336517334,181.48828598022462,1,0,1
2023-07-31,196.05999755859372,196.4900054931641,195.25999450683597,196.4499969482422,195.67726135253903,38824100,APPLE,192.01372985839845,188.67740936279296,186.57325134277343,186.01371955871582,181.55962127685547,1,0,1
2023-08-01,196.2400054931641,196.72999572753903,195.27999877929688,195.6100006103516,194.84056091308597,35175100,APPLE,190.6291976928711,187.96583709716796,186.15714263916016,185.67663383483887,181.61879653930663,1,0,1
2023-08-02,195.0399932861328,195.17999267578125,191.8500061035156,192.5800018310547,191.82249450683597,50389300,APPLE,189.25263366699218,187.16697311401367,185.80484466552736,185.4751449584961,181.66852813720703,1,0,1
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,190.41802978515625,61235200,APPLE,187.6280487060547,186.25599212646483,185.52576599121093,185.38981666564942,181.7262403869629,1,0,1
2023-08-04,185.5200042724609,187.3800048828125,181.9199981689453,181.9900054931641,181.27415466308597,115799700,APPLE,186.10904846191406,185.31495666503906,185.06353047688802,185.29802169799805,181.77496307373048,0,1,0
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,178.146484375,97576100,APPLE,184.3360580444336,184.45762329101564,184.6704554239909,185.27401313781738,181.84868530273437,0,1,0
2023-08-08,179.69000244140625,180.2700042724609,177.5800018310547,179.8000030517578,179.09274291992188,67823000,APPLE,182.66788024902343,183.6272750854492,184.22034403483073,185.30753479003906,181.90395919799803,0,1,0
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,177.4890899658203,60378500,APPLE,180.8828918457031,182.82291793823242,183.9095260620117,185.18494415283203,181.9347122192383,0,1,0
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.97000122070312,177.26995849609375,54686900,APPLE,179.3119384765625,182.16873016357422,183.67058258056642,184.88686561584473,181.93737121582032,0,1,0
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,177.32980346679688,51988100,APPLE,177.62509765625,181.3419044494629,183.50436197916667,184.58507232666017,181.8956704711914,0,1,0
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,178.9954833984375,43675600,APPLE,176.90151672363282,180.49630279541014,183.43051503499348,184.30896759033203,181.85566452026367,0,1,0
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,176.9906768798828,43622600,APPLE,176.62535247802734,179.69861907958983,183.33775380452474,183.87438583374023,181.79175903320314,0,1,0
2023-08-16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,176.1129608154297,46964900,APPLE,176.39320220947266,179.13876190185547,182.9903594970703,183.3941635131836,181.69594818115235,0,1,0
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,174.0,173.54962158203125,66062900,APPLE,176.70941162109375,178.905850982666,182.43587493896484,182.917977142334,181.5717922973633,0,1,0
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,174.03834533691406,61114200,APPLE,176.57476043701172,178.75413513183594,181.9445022583008,182.4726432800293,181.46458724975585,0,1,0
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,175.3848419189453,46311900,APPLE,176.65654754638672,179.138907623291,181.40570322672525,182.1307514190674,181.39187377929687,0,1,0
2023-08-22,177.05999755859375,177.67999267578125,176.25,177.22999572753906,176.771240234375,42084200,APPLE,176.72935791015624,179.69203186035156,180.7445831298828,181.79611854553224,181.29655624389648,0,1,0
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,180.65118408203125,52722800,APPLE,177.3946319580078,179.85922241210938,180.0418665568034,181.35055274963378,181.22927108764648,1,0,1
2023-08-24,180.6699981689453,181.1000061035156,176.00999450683594,176.3800048828125,175.92344665527344,54945800,APPLE,178.49976348876953,179.83978805541992,179.4906209309896,180.84417419433595,181.16970428466797,0,1,0
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,178.14767456054688,51449600,APPLE,179.88317260742187,179.86222915649415,178.96191914876303,180.39111404418946,181.1057423400879,0,1,0
2023-08-28,180.08999633789062,180.58999633789065,178.5500030517578,180.19000244140625,179.7235870361328,43820700,APPLE,181.3762985229492,179.9405258178711,178.8364252726237,179.90522689819335,181.06113876342772,0,1,0
2023-08-29,179.6999969482422,184.8999938964844,179.5,184.1199951171875,183.64341735839844,53003900,APPLE,182.7587112426758,179.7829345703125,178.8517588297526,179.301167678833,181.0218490600586,1,0,1
2023-08-30,184.94000244140625,187.8500061035156,184.7400054931641,187.6499938964844,187.16427612304688,60813900,APPLE,183.3252426147461,179.62135391235353,178.71652577718098,178.67987442016602,181.0040888977051,1,0,1
2023-08-31,187.83999633789065,189.1199951171875,187.47999572753903,187.8699951171875,187.3837127685547,60794500,APPLE,182.97016448974608,179.57996215820313,178.5828826904297,178.14051666259766,180.98064468383788,1,0,1
2023-09-01,189.4900054931641,189.9199981689453,188.27999877929688,189.4600067138672,188.9696044921875,45732600,APPLE,183.14969787597656,179.63032989501954,178.48513590494792,177.64923667907715,181.00990509033204,1,0,1
2023-09-05,188.27999877929688,189.97999572753903,187.6100006103516,189.6999969482422,189.2089691162109,45280000,APPLE,183.22450408935546,179.80387954711915,178.42828318277995,177.44988937377929,180.99290588378906,1,0,1
2023-09-06,188.3999938964844,188.8500061035156,181.47000122070312,182.91000366210935,182.43655395507807,81755800,APPLE,182.83651123046874,179.96496200561523,178.1789301554362,177.2950710296631,181.005460357666,1,0,1
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,177.10040283203125,112488800,APPLE,181.84807586669922,179.87818756103516,177.9455352783203,177.14801483154298,181.03775177001953,0,1,0
2023-09-08,178.35000610351562,180.2400054931641,177.7899932861328,178.17999267578125,177.71878051757812,65551300,APPLE,180.66016082763673,179.51961822509764,177.7500427246094,177.07221908569335,181.0592317199707,0,1,0
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,178.89573669433594,58953100,APPLE,179.3774871826172,179.44032363891603,177.65728302001952,177.06623497009278,181.06865844726562,0,1,0
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,175.84365844726562,90370200,APPLE,178.23146057128906,179.31415100097655,177.63268025716147,177.09615745544434,181.09227615356446,0,1,0
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,173.75906372070312,84267900,APPLE,177.17121276855468,178.90371627807616,177.518310546875,177.0694766998291,181.06417648315428,0,1,0
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.74000549316406,175.28512573242188,60895800,APPLE,176.4311325073242,178.22098693847656,177.39961903889974,177.1280746459961,181.05780868530275,0,1,0
